Host Since;Host Response Rate;Is Superhost;Latitude;Longitude;Is Exact Location;Accomodates;Bathrooms;Bedrooms;Beds;Guests Included;Min Nights;Reviews;Overall Rating;Accuracy Rating;Cleanliness Rating;Checkin Rating;Communication Rating;Location Rating;Value Rating;Instant Bookable;Price;Host Response Time_a few days or more;Host Response Time_unknown;Host Response Time_within a day;Host Response Time_within a few hours;Host Response Time_within an hour;Property Type_Apartment;Property Type_Bed and breakfast;Property Type_Boat;Property Type_Boutique hotel;Property Type_Bungalow;Property Type_Condominium;Property Type_Guest suite;Property Type_Guesthouse;Property Type_Hostel;Property Type_Hotel;Property Type_House;Property Type_Loft;Property Type_Other;Property Type_Serviced apartment;Property Type_Townhouse;Room Type_Entire home/apt;Room Type_Private room;Room Type_Shared room;Neighborhood Group_Charlottenburg-Wilm.;Neighborhood Group_Friedrichshain-Kreuzberg;Neighborhood Group_Lichtenberg;Neighborhood Group_Marzahn - Hellersdorf;Neighborhood Group_Mitte;Neighborhood Group_Neuk̦lln;Neighborhood Group_Pankow;Neighborhood Group_Reinickendorf;Neighborhood Group_Spandau;Neighborhood Group_Steglitz - Zehlendorf;Neighborhood Group_Tempelhof - Sch̦neberg;Neighborhood Group_Treptow - K̦penick;Boy or Girl?_Boy;Boy or Girl?_Girl;Distance from barycenter
1098;0.0;0.0;52.49697;13.14079;0.0;9.0;2.0;4.0;6.0;3.0;3.0;15;95.0;10.0;10.0;10.0;9.0;9.0;9.0;0.0;295.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0.26694625674504313
463;100.0;0.0;52.54121999999999;13.41201;0.0;2.0;1.0;1.0;1.0;1.0;5.0;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;75.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.03165650342501934
3148;100.0;0.0;52.49195;13.427;0.0;2.0;1.0;1.0;1.0;1.0;2.0;4;100.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;45.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.026558853088205357
2830;100.0;1.0;52.37877;13.60373;1.0;2.0;2.0;1.0;1.0;1.0;3.0;23;98.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;40.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0.23607384810076165
1856;;0.0;52.49716;13.3387;0.0;6.0;2.0;3.0;6.0;1.0;3.0;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.06989351248925443
855;89.0;0.0;52.53481999999999;13.352029999999996;0.0;6.0;1.0;2.0;4.0;4.0;3.0;0;;;;;;;;0.0;140.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.06074139217387188
621;100.0;0.0;52.50482;13.457;0.0;4.0;1.0;2.0;2.0;1.0;3.0;15;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;50.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.04983629285491105
646;;0.0;52.51428000000001;13.45893;0.0;2.0;1.0;1.0;1.0;1.0;2.0;11;98.0;10.0;9.0;10.0;10.0;9.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.0516930540184527
2649;100.0;0.0;52.57191;13.34745;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;100.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.08626880512661544
1630;;0.0;52.53525;13.43138;0.0;4.0;1.0;2.0;2.0;1.0;3.0;0;;;;;;;;0.0;105.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.03488095272706724
1897;;0.0;52.48359;13.36264;0.0;2.0;1.0;1.0;1.0;1.0;7.0;0;;;;;;;;0.0;32.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.051938521264587874
1956;;0.0;52.520590000000006;13.47078;0.0;2.0;1.0;1.0;1.0;1.0;2.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;40.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.06425287058158446
2488;;0.0;52.46908000000001;13.42235;0.0;2.0;1.0;1.0;1.0;1.0;3.0;7;95.0;10.0;10.0;10.0;9.0;10.0;9.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.043461346820425066
1653;;0.0;52.50179000000001;13.49857;0.0;4.0;1.0;1.0;2.0;2.0;1.0;6;100.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;42.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.09150682976757651
2089;100.0;0.0;52.48698;13.43699;0.0;4.0;1.0;2.0;2.0;1.0;3.0;35;96.0;10.0;9.0;10.0;10.0;9.0;9.0;0.0;89.0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.037408824274285137
339;100.0;0.0;52.45216;13.69673;0.0;4.0;1.0;0.0;3.0;1.0;2.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;26.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.295012103343946
1167;;0.0;52.5244;13.404370000000002;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0;;;;;;;;0.0;85.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.014820300814523336
2062;;0.0;52.54773000000001;13.35655;0.0;4.0;1.0;2.0;1.0;1.0;2.0;9;97.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;280.0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.06339841476622167
712;67.0;0.0;52.50506;13.29021;0.0;3.0;1.0;1.0;2.0;1.0;1.0;0;;;;;;;;0.0;40.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.11731283191147712
1640;;0.0;52.480140000000006;13.427429999999998;0.0;2.0;1.0;1.0;1.0;1.0;2.0;6;100.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;44.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.03585793730965784
240;100.0;1.0;52.51581999999999;13.46262;1.0;2.0;1.0;1.0;1.0;1.0;1.0;32;96.0;10.0;10.0;10.0;10.0;10.0;9.0;1.0;58.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.05551377040866256
53;100.0;0.0;52.46286;13.45181;0.0;2.0;1.5;1.0;1.0;1.0;5.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;48.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0.06467407072808189
1286;100.0;0.0;52.52471;13.409679999999998;0.0;2.0;1.0;1.0;1.0;1.0;3.0;26;85.0;10.0;9.0;10.0;10.0;9.0;9.0;0.0;35.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.014983379436958223
2720;100.0;1.0;52.53702;13.41676;1.0;3.0;2.0;2.0;2.0;1.0;7.0;56;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;100.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.02868456772285093
1461;100.0;0.0;52.51576;13.46479;0.0;1.0;1.0;1.0;1.0;1.0;5.0;16;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;37.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.057665720241012304
509;;0.0;52.55153000000001;13.41208;0.0;3.0;1.0;1.0;2.0;1.0;2.0;1;;;;;;;;0.0;85.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.0418920721358828
379;;0.0;52.51423000000001;13.54015;0.0;3.0;1.0;1.0;2.0;2.0;7.0;0;;;;;;;;0.0;15.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.13279764287792964
602;;0.0;52.50316;13.44919;0.0;2.0;1.0;1.0;1.0;2.0;4.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;65.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.04230689470544788
3197;89.0;1.0;52.50873000000001;13.37132;1.0;2.0;2.0;1.0;1.0;1.0;2.0;341;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;39.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.03612192181172582
1914;100.0;1.0;52.48282;13.447970000000002;1.0;2.0;1.0;1.0;1.0;2.0;3.0;75;99.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;80.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.04875705773846286
1056;100.0;0.0;52.55861999999999;13.3796;0.0;2.0;1.0;1.0;1.0;1.0;90.0;0;;;;;;;;0.0;22.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.05610700728868085
1127;;0.0;52.55044;13.36643;0.0;2.0;1.0;1.0;1.0;1.0;3.0;21;98.0;10.0;10.0;10.0;10.0;9.0;9.0;0.0;45.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.05765516291851949
2090;;0.0;52.5599;13.386070000000002;0.0;2.0;1.0;1.0;1.0;1.0;1.0;45;93.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;38.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.054370899738346225
1212;100.0;0.0;52.53340999999999;13.33646;0.0;5.0;1.0;3.0;5.0;1.0;4.0;53;92.0;9.0;9.0;10.0;9.0;9.0;9.0;0.0;80.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.0747568590547957
2199;100.0;0.0;52.51001;13.46719;0.0;2.0;1.0;1.0;1.0;1.0;1.0;35;99.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;45.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.05976705883617893
2111;;0.0;52.49183000000001;13.35175;0.0;2.0;1.0;1.0;2.0;1.0;1.0;12;94.0;10.0;9.0;10.0;10.0;10.0;9.0;0.0;28.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.05853140656125539
1789;100.0;0.0;52.55096999999999;13.42106;0.0;4.0;1.0;1.0;2.0;2.0;2.0;178;92.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;78.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.043277133382902684
2782;;0.0;52.54739;13.39159;0.0;3.0;1.0;1.0;1.0;1.0;2.0;10;95.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;70.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.040698489185884354
608;100.0;0.0;52.5093;13.50281;0.0;4.0;1.0;0.0;1.0;1.0;1.0;18;93.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;55.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.0953888249376156
2037;;0.0;52.4978;13.42773;0.0;2.0;1.0;1.0;1.0;1.0;2.0;0;;;;;;;;0.0;55.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.023637338196682886
18;94.0;0.0;52.46728000000001;13.42916;0.0;4.0;1.0;1.0;2.0;1.0;1.0;1;80.0;10.0;10.0;10.0;10.0;8.0;8.0;0.0;80.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.047840915045401
1852;100.0;0.0;52.52615;13.32865;0.0;4.0;1.5;2.0;2.0;2.0;1.0;186;92.0;9.0;9.0;10.0;10.0;10.0;9.0;0.0;100.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.08043217087900802
2920;;1.0;52.53728;13.44012;1.0;2.0;1.0;1.0;1.0;1.0;6.0;78;99.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;40.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.042648420058881684
1403;;0.0;52.49968000000001;13.43974;0.0;2.0;1.0;1.0;2.0;1.0;1.0;0;;;;;;;;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.033893721753977916
417;90.0;0.0;52.51061;13.3007;0.0;1.0;2.0;1.0;1.0;1.0;3.0;25;96.0;10.0;9.0;10.0;9.0;10.0;10.0;0.0;28.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.10672542472452119
1993;;0.0;52.50012;13.44066;0.0;3.0;1.0;1.0;2.0;1.0;1.0;1;80.0;9.0;10.0;10.0;8.0;8.0;8.0;0.0;30.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.034645289704537924
697;;0.0;52.53882;13.40261;0.0;2.0;1.0;1.0;1.0;1.0;4.0;4;88.0;10.0;8.0;10.0;10.0;10.0;10.0;0.0;50.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.029320161475282748
2799;96.0;0.0;52.54837;13.38296;0.0;1.0;1.0;1.0;1.0;1.0;2.0;28;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;18.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.04559131339407099
638;100.0;0.0;52.49279;13.457729999999998;0.0;3.0;1.5;2.0;1.0;1.0;5.0;0;;;;;;;;0.0;100.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.05313622853378226
1968;;0.0;52.49193000000001;13.42119;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2;90.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;30.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.02263543428869043
2669;100.0;0.0;52.53778000000001;13.40398;0.0;2.0;1.0;1.0;1.0;2.0;60.0;79;91.0;10.0;9.0;9.0;9.0;9.0;9.0;0.0;119.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.02809419841055345
726;;0.0;52.41006999999999;13.2145;0.0;6.0;1.5;3.0;3.0;1.0;1.0;0;;;;;;;;0.0;80.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.21722073453276947
1281;95.0;0.0;52.52902;13.40923;0.0;6.0;1.0;2.0;3.0;1.0;3.0;5;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;262.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.019207604545303177
436;;0.0;52.50351;13.427929999999998;0.0;1.0;1.0;1.0;1.0;1.0;15.0;6;97.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;14.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.02147874038342515
1943;;0.0;52.5421;13.37369;0.0;2.0;1.0;1.0;1.0;1.0;3.0;21;90.0;9.0;9.0;9.0;9.0;10.0;9.0;0.0;100.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.046635977361830804
812;82.0;0.0;52.53321;13.425679999999998;0.0;6.0;1.0;2.0;3.0;2.0;2.0;2;90.0;9.0;8.0;10.0;10.0;10.0;8.0;0.0;25.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.029610560940793944
1379;33.0;0.0;52.47696;13.36118;0.0;1.0;1.0;0.0;1.0;1.0;5.0;0;;;;;;;;0.0;30.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0.05677414449264964
1765;;0.0;52.46993000000001;13.430370000000002;0.0;2.0;1.0;1.0;2.0;1.0;2.0;9;93.0;10.0;9.0;9.0;9.0;9.0;10.0;0.0;70.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.04608654913632889
1598;100.0;0.0;52.53161999999999;13.409820000000002;0.0;2.0;1.0;1.0;1.0;1.0;30.0;48;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;85.0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.02185426656998247
2072;0.0;0.0;52.49671;13.42966;0.0;1.0;1.0;1.0;1.0;1.0;7.0;0;;;;;;;;0.0;35.0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.025853323147612853
1870;;0.0;52.5699;13.37246;0.0;2.0;1.0;1.0;1.0;1.0;3.0;2;80.0;9.0;8.0;10.0;8.0;7.0;10.0;0.0;28.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0.06944569964372731
2078;;0.0;52.49264000000001;13.42697;0.0;2.0;1.0;1.0;1.0;1.0;3.0;20;98.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;29.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.026075034064045762
1522;;0.0;52.51836;13.313679999999998;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;0.0;25.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0.09412423393549513
2317;;0.0;52.55456;13.34111;0.0;2.0;1.0;1.0;1.0;1.0;1.0;9;93.0;10.0;10.0;9.0;10.0;9.0;10.0;0.0;35.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.07995093530847124
1747;;0.0;52.5473;13.41209;0.0;2.0;1.0;1.0;2.0;2.0;3.0;14;93.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;60.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.03769246030019728
2147;;0.0;52.48965;13.426629999999998;0.0;2.0;1.0;1.0;1.0;1.0;4.0;1;;;;;;;;0.0;70.0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.02790826928542848
499;100.0;0.0;52.54886;13.407979999999998;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;35.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.0389664017216206
1720;100.0;1.0;52.5059;13.29914;1.0;2.0;1.0;1.0;2.0;1.0;5.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;88.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.10835681280457908
1372;100.0;1.0;52.51393000000001;13.4566;1.0;7.0;1.5;3.0;5.0;4.0;4.0;142;98.0;10.0;9.0;10.0;10.0;10.0;10.0;1.0;160.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0.04934200175755012
2307;100.0;0.0;52.47466;13.450029999999998;0.0;4.0;1.0;1.0;2.0;1.0;5.0;8;98.0;10.0;10.0;10.0;10.0;9.0;10.0;0.0;35.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.05529050019661152
1294;;0.0;52.55194;13.41686;0.0;2.0;1.0;1.0;1.0;2.0;3.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;67.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.043088528228604914
956;;0.0;52.49185;13.42773;0.0;3.0;1.5;1.0;1.0;1.0;1.0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;100.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0.02716776480780286
1739;75.0;0.0;52.477990000000005;13.449870000000002;0.0;2.0;1.0;1.0;1.0;1.0;2.0;4;88.0;10.0;8.0;10.0;9.0;9.0;10.0;0.0;20.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.053102141315032624
1501;;0.0;52.53851;13.372229999999998;0.0;2.0;1.0;1.0;1.0;1.0;4.0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;29.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.04535660037036163
1656;100.0;0.0;52.54501;13.40254;0.0;1.0;2.0;4.0;6.0;1.0;14.0;0;;;;;;;;0.0;65.0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.0354503352601037
1363;;0.0;52.49428;13.43721;0.0;4.0;1.0;1.0;2.0;2.0;3.0;16;91.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;80.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.033632890785413615
1937;100.0;1.0;52.54418000000001;13.41711;1.0;2.0;1.0;1.0;1.0;1.0;2.0;54;97.0;10.0;10.0;10.0;10.0;10.0;10.0;1.0;60.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.035624731077102297
622;100.0;0.0;52.54293000000001;13.36045;0.0;2.0;1.0;1.0;1.0;1.0;1.0;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;0.0;36.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.05742480287724996
1953;;0.0;52.50492;13.345670000000002;0.0;2.0;1.0;1.0;1.0;1.0;20.0;13;95.0;10.0;10.0;10.0;10.0;10.0;10.0;0.0;65.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.061953329946878154
2100;;0.0;52.466190000000005;13.42404;0.0;1.0;1.0;0.0;1.0;1.0;3.0;8;100.0;10.0;9.0;10.0;10.0;10.0;10.0;0.0;12.0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.04675976448142565
